"Designator","Val","Package","Mid X","Mid Y","Rotation","Layer"
"J104","532610271","CONN_532610001-SD_02_MOL",99.795499,-47.200000,-90.000000,bottom
"J106","532610271","CONN_532610001-SD_02_MOL",62.904501,-47.225000,90.000000,bottom
